,name,party,constituency,house,id,date,text
20,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AD hs_Para 15/03/2017 14:43:07,"[<p class=""hs_Para"">It is a pleasure to serve under your chairmanship, Mr Evans. The Scottish National party is supportive of any initiative that promotes saving, but the lifetime ISA feels like more of a gimmick. For that reason, the SNP shall not be supporting the Government today.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The lifetime ISA feels like a gimmick because it works only for those who can afford to save to the levels demanded by the Government to get the bonus. It falls short of any real pension reform, and it seems more of a distraction to allow the Treasury access to taxes today, rather than having to wait until tomorrow. This is a missed opportunity to strengthen pension saving, rather than just tinker around the savings landscape. Our  <span class=""column-number"" data-column-number=""6"" id=""6""></span>amendments at Committee stage of the 2017 Act sought to delay the lifetime ISA until safeguards are built in, such as the right to mandatory advice. We remain unassured and increasingly concerned that the lifetime ISA will undermine auto-enrolment, as it is likely that it will distract from workplace saving, leading to more opt-outs while employees forego employer contributions to their pension.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">That is not just the SNP’s opinion. Industry experts maintain that saving via pensions remains the most attractive method of saving for retirement. Pensions offer benefits, including matching employer contributions and inheritance tax breaks. Research conducted by Zurich found that a basic-rate taxpayer saving £100 a month into a workplace pension over 20 years would be £14,000 better off than a person saving into a stocks and shares lifetime ISA. No employee will be better off saving for their retirement in a lifetime ISA than in a workplace pension, according to the Association of British Insurers. By missing out on at least 3% of salary going into their pot from their employer, a saver can expect their fund to be worth about one third less at the point of retirement.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Anything that encourages saving for later life is welcome, but there is a real danger that the Government could undermine auto-enrolment. Although we believe that automatic enrolment has its limitations, and that the UK Government need to do more to advance the system, we still believe it is the best vehicle for incentivising saving and promoting fair universal pensions. After all, the current regime has successfully enrolled 9 million new savers since 2009. We do not believe that the Government should undermine that in any shape or form. For that reason, we cannot support them today.</p>]"
21,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:36:06,"[<p class=""hs_Para"">I beg to move, That the Bill be now read a Second time.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Before I start to explain the Bill, I want to thank the people and organisations that have been incredibly helpful and supportive: the Child Poverty Action Group; the Scottish Association for Mental Health; Gingerbread; Citizens Advice Scotland; PCS; the House of Commons Library staff, who have done a power of work on this; and all the researchers in the SNP team. I also thank my colleagues for coming out to support me today. I give a particularly big thank you to Tanya, one of the researchers. She is an absolute belter of a person, and I really appreciate everything she has done.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">To understand the logic behind the Bill, we need to appreciate that people feel anxious. They are terrified of the process that they will have to endure if they lose their job. We can debate whether that fear and anxiety is legitimate, but the reality is that people are scared.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">We need to examine the current process that people have to endure. If a claimant is deemed to have failed to meet a condition of jobseeker’s allowance—failing to attend an interview, being unavailable for work or leaving a job voluntarily—they are subject to benefit sanctions, meaning that their benefits are stopped for period.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The final decision on whether to sanction is  made not by Jobcentre Plus work coaches or Work programme providers, but by Department for Work and Pensions decision makers. If a work coach or adviser believes that the claimant has not fulfilled their requirement, a “doubt” can be raised and referred to a decision maker in a sanction referral. That mysterious decision maker is unknown to the claimant and uncontactable. Normally, if we have an issue or are dissatisfied, we phone a number or speak to a manager, but a claimant referred for a sanction has no number to phone the decision maker to explain why they failed to meet a requirement. There is no means of finding out who this person is who ultimately has their livelihood in their hands, which only adds to the unhealthy, insecure atmosphere that drives so much anxiety and pessimism. The decision maker should attempt to obtain evidence  <span class=""column-number"" data-column-number=""1786"" id=""1786""></span>from the claimant, as well as from the work coach, and make a decision on whether to apply a sanction based on a “balance of probabilities”—whatever that means.</p>]"
22,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:38:24,"[<p class=""hs_Para"">I am happy to give the hon. Gentleman my copy of the Bill, because he will see that that is not what I am trying to do. It is quite hard to pass a private Member’s Bill, so while my colleagues and I would want to get rid of the sanctions regime altogether because we disagree with it, I am trying to use this Bill to make a small, genuine change that the Government can hopefully get on board with. I am not trying to be controversial.</p>]"
23,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:39:31,"[<p class=""hs_Para"">I cannot emphasise enough that if I had the power I would get rid of sanctions altogether, but I am not trying to do that right now. The Bill tries to amend sanctions.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">There are two major problems in the current system, the first of which are the guidelines. Under the current regime, a sanction may be imposed if a claimant has good reason. The JSA legislation was amended to provide that “good reason” was to be set out in guidance rather than in the regulations themselves. That is the problem—it is only guidance. The Government argued that not setting out particular circumstances or situations in legislation allows the decision maker</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“to take into account all reasons considered relevant when determining good reason.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The decision maker’s guide on the guidelines explains:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“Good reason is not defined in legislation.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">It says:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“DMs should take into account all the relevant information about the claimant’s circumstances”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">and their reasons for actions.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“Claimants will be given the opportunity…to explain why they have not complied with requirements and it will remain the responsibility of the claimant to show good reason for any failure and to provide information and evidence as appropriate to explain why they have not complied.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">That sounds fair enough when we just read it, but how does a person provide hard concrete evidence that their bus was 10 minutes’ late, or that their train was delayed?</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Let me set out where the whole idea behind this Bill came from. I am a member of the Work and Pensions Committee. We were looking into jobcentres, and we paid a visit to South Thanet, which is what I would describe as a leafy, prosperous, happy Conservative  <span class=""column-number"" data-column-number=""1787"" id=""1787""></span>suburb with not many real hard issues. When we went to the jobcentre, I was desperate to pick holes in the sanctions regime—desperate to sit there and say, “It’s horrible, it doesn’t work, it’s horrendous and people endure horrible things.” I am glad to say that I could not do that. Within the jobcentre, the sanctions regime was working as best as it possibly could. There were hardly any sanctions, because time after time the staff were patient and understanding. They worked incredibly hard to make sure that nobody ended up in that position.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I appreciate the fact that this Conservative constituency, geographically, economically and socially, does not have anywhere near the same pressure and problems as many other constituencies throughout the UK, including mine. In my opinion, that jobcentre was just lucky—lucky because of the personalities and the attributes of its staff. That was why the sanctions were not as harsh as they were in constituencies such as my own.</p>]"
24,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para ,"[<p class=""hs_Para""><em>rose—</em></p>]"
25,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:43:17,"[<p class=""hs_Para"">I note the right hon. Gentleman’s point of view. I invite him to come up and see Ferguslie Park, where he will see what real deprivation looks like.</p>]"
26,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:44:00,"[<p class=""hs_Para"">In my constituency, I have had people sanctioned because they were ill, because they had children who needed to be looked after and all sorts. Each of us has heard examples of how people have been sanctioned for a shocking amount of ridiculous reasons. There are some examples of people who have been sanctioned for missing an appointment at the jobcentre because they were at a job interview. It is ludicrous.</p>]"
27,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:44:49,"[<p class=""hs_Para"">I am not saying that the systems works perfectly everywhere. As I have said, I disagree with the system as it stands just now. However, if I am to be realistic and try to make some small changes, South Thanet is a place where sanctions are not as harsh as they are all over the rest of the UK—they are not as harsh as they are in different constituencies.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I want to go on to explain why this Bill should go through, and I have examples of jobcentres that are not doing not too badly with the current system. There is a dramatic variation throughout the UK as to how many sanctions are applied and why they are applied. The fact that sanctions are being applied inconsistently across the board is backed up by this week’s National Audit Office report, which found that some Work programme providers make more than twice as many sanction referrals as others dealing with similar groups in the same area. The NAO report concludes that</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“management focus and local staff discretion are likely to have had a substantial influence on sanction rates.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">When I secured this private Member’s Bill, I opened up a public consultation whereby individuals could answer a series of 10 questions, telling me their thoughts on the current regime and my proposed changes. Out of those responses, it was very clear that people felt that there was a Government-created point of view driven by much of the mainstream media that anyone claiming benefits is a scrounger and a chancer. They are made to feel as though they are lazy, work shy and someone who is leeching off the state and taxpayers’ money.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I will do something quite unorthodox here and quote from what probably constitutes as a national treasure, Kevin Bridges. He rightly said that if politicians really think that people are choosing to be vilified by those with power all so that they can sit in their boxers watching “Storage Wars” on a Tuesday afternoon eating Quavers, then they are really not living in the real world. I know that anyone who is in touch with reality knows that that image could not be further from the truth. One respondent worded it better than I ever could when they said that there is a belief that claimants are scroungers and liars. They said that where there is a good Jobcentre Plus management, that attitude is less and probably also accounts for the variations in the application of sanctions.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">It is worth noting and putting it on the record that I am not slagging off or criticising jobcentre staff. I am criticising the lack of direction and clarity that they have to operate under and the fact that they have to endure an ever-increasing workload with increasing responsibility without clear instructions.</p>]"
28,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:48:03,"[<p class=""hs_Para"">I could not agree more with my hon. Friend. We are all aware of people who have felt horrible when they were working in jobcentres—they felt under pressure in having to treat people as though they do not deserve attention. He is quite correct to say that the DWP and these jobcentres are under increasing pressure, and it is putting an unhealthy level of anxiety on to the staff, never mind the people who are claiming the benefits.</p>]"
29,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:40:32,"[<p class=""hs_Para"">I could not agree more.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">A respondent to the public consultation stated that staff are human, and that</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“they can make mistakes, like or dislike clients and their individual views can affect how they deal with the individuals on their caseload. If they don’t like or trust someone, they are much more likely to sanction than if they like or have sympathy for the individual.”</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Again, I must emphasise that this is not a criticism of jobcentre staff, who do a tremendous job given the system with which they have to work. It is recognition that we are all human, and that we all have our bad days and our grumpy days, but unless there are clearcut rules and regulations of conduct in place, that bad day could translate into ruining someone else’s day—and that simply cannot happen when they have someone else’s livelihood and survival in their hands. This creates a postcode lottery of sorts, and a situation whereby the way in which a person is treated is completely dependent on where their assigned jobcentre happens to be, who they get as a work coach and what mood that coach happens to be in.</p>]"
30,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:50:05,"[<p class=""hs_Para"">Yes, I can, and I will touch on that later.</p>]"
31,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:51:12,"[<p class=""hs_Para"">I think the hon. Lady is confusing two separate issues. What I am saying is that, when we speak of referrals, there is a huge disparity between different  <span class=""column-number"" data-column-number=""1790"" id=""1790""></span>jobcentres in different parts of the UK because the guidelines can be interpreted differently by different people. Therefore, instead of having these vague and unclear guidelines, which can be interpreted by different people in different ways, my Bill seeks to create a formal code of conduct, whereby it is clear who should be exempt from sanctions and for what reasons.</p>]"
32,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:51:34,"[<p class=""hs_Para"">I completely agree.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">The Bill is made up of 11 clauses, and it makes changes to the current legislation on the administration of certain social security benefits. It prevents a claimant in receipt of certain social security benefits from having their benefits reduced or restricted unless two requirements have been met.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I will focus on the first requirement. We want to introduce a formal code of conduct and a list of sorts, whereby an individual’s personal circumstances must be taken into account before any sanction can be applied. The Bill would also require that, before drawing up and reviewing a claimant commitment, which many individuals I have come across simply sign in the same fashion as most of us say we have read the 300-page terms and conditions when we buy a phone, download something or update our phone, the person has to be given advice—not guidance—on their rights and entitlements, and that advice has to be in writing.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Secondly, the Bill requires claimant commitments to include details of the person’s caring responsibilities, mental health, physical wellbeing and housing situation, before any sanction can be applied.</p>]"
33,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:53:50,"[<p class=""hs_Para"">I hope the hon. Gentleman will forgive me if I did not explain myself clearly enough. What I am saying is that formal written advice, not guidance, has to be given to people so that they can fully understand what a claimant commitment means. I have come across lots of people—not just in my own constituency office—who have signed a bit of paper that has been shoved in their face, thinking it means they will get their benefits, but without fully appreciating or having been told exactly what it means. Part of the reason they are sometimes not told exactly what it means is the lack of clear and concise instructions for jobcentre staff. That is what I am trying to formalise in the Bill.</p>]"
34,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:54:09,"[<p class=""hs_Para"">Yes, that is a point I am about to touch on.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Let me give a few examples of the kinds of responsibilities that should be taken into account. A report from Gingerbread found evidence that single parents are being inappropriately referred for a sanction in the first instance, or wrongly sanctioned, as a result of the decision-making process. Responding to the National Audit Office report on sanctions, a Gingerbread research officer said:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“Our own research has found that single parents are more likely to be unfairly referred for sanction than other JSA claimants; job centre advisers are getting it wrong far too often. We hear from single parents who are threatened with sanctions if they don’t take jobs that are unsuitable and unsustainable. We’re particularly concerned that new rules starting in April will mean even more single parents with young children are at risk.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">Despite the mounting evidence that sanctions are ineffective, costly for the government and hugely damaging for those who are sanctioned, the government has done very little to fix this broken system.”</p>]"
35,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AA-AC1 hs_Para 02/12/2016 09:55:02,"[<p class=""hs_Para"">I am going to make a wee bit of progress first.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">A single mother or a carer, for instance, might have an appointment, but their child or dependant might be sick, or they might be called to school to collect their child. The Bill would recognise their caring commitment to that child, and it would mean that they should not and could not be sanctioned. Similarly, if a mother has an appointment at half-past 8 in the morning and cannot attend, there should be a formal code of conduct so that jobcentre staff can see that, between the hours of seven and nine, she is getting the wee uns to school, so, of course, she cannot go for a job interview.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para""></p>]"
36,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:56:20,"[<p class=""hs_Para"">I would say that the hon. Lady has not got her facts correct—</p>]"
37,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:56:24,"[<p class=""hs_Para"">Hold on a second. If the hon. Lady looks back, she will see in the NAO report out this week that a quarter of all people who receive JSA have been sanctioned at some point. That is what the facts are.</p>]"
38,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:57:30,"[<p class=""hs_Para"">The hon. Lady has just made a brilliant point. We see that all these sanctions can be overturned later. That has cost the Government more money in administration, and it has caused more heartache, anxiety and pressure for individuals who have committed no crime and who should not have been sanctioned in the first place.</p>]"
39,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:58:14,"[<p class=""hs_Para"">I appreciate my hon. Friend’s point; it is evident throughout different parts of the Government just now that the administration has become problematic, but today I want to focus on the fact that tens of thousands of single parents face the risk of being wrongly sanctioned by the jobcentre. Two in five sanction referrals and decisions against single parents are actually overturned, which shows just how faulty and flawed the system is. Surely we could make this small, uncontroversial change, prevent a lot of hassle to begin with and, hopefully, save some money.</p>]"
40,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:59:14,"[<p class=""hs_Para"">My hon. Friend is right.</p>]"
41,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 09:59:12,"[<p class=""hs_Para"">My hon. Friend makes a brilliant point. It is covered by the second part of the Bill, which I will touch on later.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">It is clear that DWP decision makers are not making any genuine assessment but are simply rubber-stamping referrals, because the proportion of people being sanctioned for not actively seeking work has risen to 98%. No real consideration is being given to the individual’s circumstances and life.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">On health, “Living at the Sharp End”, a recent Citizens Advice Scotland research report on the causes and impacts of gaps in income for Scottish citizens advice  <span class=""column-number"" data-column-number=""1793"" id=""1793""></span>bureau clients, found that benefit sanctions were one of the top five causes of a period of no income. One of the most striking findings from an analysis of the report’s 47 case studies is the impact that gaps in income have on the mental and physical health of clients in the sample. Of those case studies, almost a third mentioned worsening mental health issues as a result of a gap in income, and two of them explicitly mentioned suicidal thoughts.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">I ask Members to think of the process that people already have to endure. As I said at the beginning, they are already terrified before they go into the jobcentre, never mind when they end up as part of the sanctions process. <em>[</em><em>Interruption.</em><em>]</em> If an individual suffers from depression, anxiety or any other mental health condition, the system as it stands completely neglects what life is like for them when they are having a bad day or are struggling. In response to a Scottish Government consultation in October 2015, the Scottish Association for Mental Health said:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“The number of sanctions applied in Scotland doubled in the last year, and individuals with mental health problems are disproportionately affected.”</p>]"
42,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:02:19,"[<p class=""hs_Para"">My hon. Friend makes her point succinctly.</p>]"
43,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:03:30,"[<p class=""hs_Para"">My hon. Friend is exactly right. If that comment was made, I suggest that the person who said it gets to their feet and puts it on the record. I suggest that, if someone has that point of view and thinks it is acceptable to speak in that way about our most vulnerable people when it is the Government’s job to look after them, they are not fit for government.</p>]"
44,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:04:20,"[<p class=""hs_Para"">For the purpose of <em>Hansard</em>, may I ask the hon. Gentleman to rise to his feet and confirm or deny whether he made that statement? His silence is a shame.</p>]"
45,Mhairi Black,Scottish National Party,PaisleyandRenfrewshireSouth(2015-2017),Commons,4421,AC2-AE1 hs_Para 02/12/2016 10:05:03,"[<p class=""hs_Para"">The hon. Lady is spot on and I am glad that she gets it.</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">As part of our public consultation, Sean in Glasgow confirmed the need for exceptions for those with mental ill health. He said:</p>, <p class=""hs_Para""></p>, <p class=""hs_Para"">“I live in Glasgow and suffer from a few mental and physical health conditions which affect my ability to work, and have affected my Jobcentre claims in the past (a couple of times, I’ve been too depressed to go to a meeting and my claims have been cancelled—my depression and isolation at those times left me sitting around, hungry and alone, with no money, and too depressed to deal with it), so I feel I’m qualified to talk about this topic and, indeed, recently contacted the Minister for Mental Health to discuss possible ways in which we can ameliorate the mental health burden on the NHS and increase levels of care for sufferers at the same time.”</p>]"
